seqnames	start	end	width	strand	gene_id	SYMBOL	ishyper	p.value
chr6	166571146	166582157	11012	-	6862	T	TRUE	0.0000000107760506498519
chr7	1272654	1276613	3960	+	340260	UNCX	FALSE	0.00000000862084051988149
chr7	96597827	96643377	45551	-	285987	DLX6-AS1	TRUE	0.0000000107760506498519
chr7	96635290	96640352	5063	+	1750	DLX6	TRUE	0.0000000107760506498519
chr7	96649702	96654143	4442	-	1749	DLX5	TRUE	0.0000000107760506498519
chr8	1244294	1250827	6534	-	286083	LOC286083	FALSE	0.000000000538802532492594
chr9	23690103	23826063	135961	-	1993	ELAVL2	TRUE	0.00000000862084051988149
chr9	100615537	100618997	3461	+	2304	FOXE1	TRUE	0.0000000107760506498519
chr9	100666772	100684852	18081	-	51531	C9orf156	TRUE	0.0000000107760506498519
chr9	100689073	100707197	18125	-	55363	HEMGN	TRUE	0.0000000107760506498519
chr9	129170054	129172783	2730	-	641373	NRON	FALSE	0.0000000107760506498519
chr9	133768815	133769225	411	-	347148	QRFP	FALSE	0.0000000107760506498519
chr9	133777825	133814455	36631	-	84929	FIBCD1	FALSE	0.0000000107760506498519
chr9	133884504	133968446	83943	+	10319	LAMC3	FALSE	0.0000000107760506498519
chr9	137533651	137736688	203038	+	1289	COL5A1	FALSE	0.0000000107760506498519
chr9	138073455	138079152	5698	+	401557	LOC401557	FALSE	0.0000000107760506498519
chr9	138235095	138238404	3310	+	157927	C9orf62	FALSE	0.0000000107760506498519
chr9	139334548	139378211	43664	-	9919	SEC16A	FALSE	0.00000000862084051988149
chr9	139377947	139380519	2573	+	158055	C9orf163	FALSE	0.00000000862084051988149
chr9	139388896	139440238	51343	-	4851	NOTCH1	FALSE	0.00000000862084051988149
chr9	139414020	139414078	59	-	100616242	MIR4673	FALSE	0.00000000862084051988149
chr9	139440625	139440711	87	-	100616301	MIR4674	FALSE	0.00000000862084051988149
chr9	139553308	139567130	13823	+	51162	EGFL7	FALSE	0.0000000107760506498519
chr9	139565054	139565138	85	+	406913	MIR126	FALSE	0.0000000107760506498519
chr9	139567595	139581911	14317	-	10555	AGPAT2	FALSE	0.0000000107760506498519
chr9	139607024	139619170	12147	+	138311	FAM69B	FALSE	0.0000000107760506498519
chr9	139615818	139622636	6819	-	84973	SNHG7	FALSE	0.0000000107760506498519
chr9	139620556	139620689	134	-	677824	SNORA43	FALSE	0.0000000107760506498519
chr9	139621199	139621331	133	-	677804	SNORA17	FALSE	0.0000000107760506498519
chr9	139942551	139948503	5953	-	954	ENTPD2	FALSE	0.00000000862084051988149
chr9	139956579	139965028	8450	-	89958	SAPCD2	FALSE	0.00000000862084051988149
chr9	139971953	139978990	7038	+	91373	UAP1L1	FALSE	0.00000000862084051988149
chr9	139979398	139981269	1872	-	100289341	MAN1B1-AS1	FALSE	0.00000000862084051988149
chr9	139981379	140003639	22261	+	11253	MAN1B1	FALSE	0.00000000862084051988149
chr9	140004992	140009195	4204	-	29952	DPP7	FALSE	0.00000000862084051988149
chr9	140033609	140063214	29606	+	2902	GRIN1	FALSE	0.00000000862084051988149
chr9	140063212	140064491	1280	-	389816	LRRC26	FALSE	0.00000000862084051988149
chr9	140063638	140063722	85	-	100500811	MIR3621	FALSE	0.00000000862084051988149
chr9	140069236	140083057	13822	-	29882	ANAPC2	FALSE	0.00000000862084051988149
chr9	140083054	140084822	1769	+	8636	SSNA1	FALSE	0.00000000862084051988149
chr9	140086069	140095163	9095	-	286262	TPRN	FALSE	0.00000000862084051988149
chr9	140098535	140100090	1556	-	94107	TMEM203	FALSE	0.00000000862084051988149
chr9	140100119	140113813	13695	+	27158	NDOR1	FALSE	0.00000000862084051988149
chr9	140114699	140115775	1077	-	727800	RNF208	FALSE	0.00000000862084051988149
chr9	140119644	140120763	1120	+	375791	CYSRT1	FALSE	0.00000000862084051988149
chr9	140122018	140124090	2073	+	643596	RNF224	FALSE	0.00000000862084051988149
chr9	140123400	140131006	7607	+	142680	SLC34A3	FALSE	0.00000000862084051988149
chr9	140135711	140138159	2449	+	10383	TUBB4B	FALSE	0.00000000862084051988149
chr10	121137484	121137555	72	+	100616398	MIR4681	FALSE	0.00000000862084051988149
chr10	134598320	134599537	1218	-	84504	NKX6-2	FALSE	0.0000000107760506498519
chr10	134884433	134945179	60747	+	84435	GPR123	FALSE	0.00000000862084051988149
chr10	134973971	135039916	65946	+	85442	KNDC1	FALSE	0.00000000862084051988149
chr10	135043778	135045062	1285	+	8433	UTF1	FALSE	0.00000000862084051988149
chr10	135051408	135055433	4026	+	27287	VENTX	FALSE	0.00000000862084051988149
chr10	135061015	135061124	110	-	574448	MIR202	FALSE	0.00000000862084051988149
chr10	135075920	135090407	14488	-	101	ADAM8	FALSE	0.00000000862084051988149
chr10	135092134	135125841	33708	-	10844	TUBGCP2	FALSE	0.00000000862084051988149
chr10	135122423	135126666	4244	+	118472	ZNF511	FALSE	0.00000000862084051988149
chr10	135122894	135166187	43294	+	118471	PRAP1	FALSE	0.00000000862084051988149
chr11	71238313	71239210	898	+	440050	KRTAP5-7	FALSE	0.0000000107760506498519
chr11	71249071	71250253	1183	+	57830	KRTAP5-8	FALSE	0.0000000107760506498519
chr11	71259466	71260653	1188	+	3846	KRTAP5-9	FALSE	0.0000000107760506498519
chr11	71276609	71277666	1058	+	387273	KRTAP5-10	FALSE	0.0000000107760506498519
chr11	71292901	71293921	1021	-	440051	KRTAP5-11	FALSE	0.0000000107760506498519
chr12	110719032	110788897	69866	+	488	ATP2A2	FALSE	0.00000000862084051988149
chr12	110810705	110841535	30831	-	51434	ANAPC7	FALSE	0.00000000862084051988149
chr12	124773710	124800570	26861	+	144347	FAM101A	FALSE	0.00000000862084051988149
chr12	132680917	132905905	224989	-	50614	GALNT9	FALSE	0.00000000862084051988149
chr12	133067157	133161773	94617	+	57666	FBRSL1	FALSE	0.00000000862084051988149
chr13	112721913	112726020	4108	+	6656	SOX1	FALSE	0.00000000862084051988149
chr13	114747194	114898095	150902	-	22821	RASA3	FALSE	0.0000000107760506498519
chr13	115000362	115038150	37789	+	8881	CDC16	FALSE	0.0000000107760506498519
chr14	37049216	37051786	2571	-	26257	NKX2-8	TRUE	0.000000000538802532492594
chr14	37126773	37147011	20239	+	5083	PAX9	TRUE	0.000000000538802532492594
chr14	101003484	101036131	32648	-	57596	BEGAIN	FALSE	0.00000000862084051988149
chr14	101123605	101139081	15477	+	283601	LINC00523	FALSE	0.00000000862084051988149
chr14	105403591	105444694	41104	-	113146	AHNAK2	TRUE	0.0000000107760506498519
chr14	105452616	105461855	9240	+	122616	C14orf79	TRUE	0.0000000107760506498519
chr14	105475910	105487425	11516	-	55038	CDCA4	TRUE	0.0000000107760506498519
chr14	105515737	105531754	16018	-	29933	GPR132	TRUE	0.0000000107760506498519
chr15	32907345	32931868	24524	+	9824	ARHGAP11A	FALSE	0.0000000107760506498519
chr15	32933870	32989298	55429	+	6447	SCG5	FALSE	0.0000000107760506498519
chr15	33010205	33026870	16666	+	26585	GREM1	FALSE	0.0000000107760506498519
chr15	74209809	74220589	10781	-	100287616	LOXL1-AS1	FALSE	0.0000000107760506498519
chr15	74218789	74244478	25690	+	4016	LOXL1	FALSE	0.0000000107760506498519
chr15	74275559	74286963	11405	-	9399	STOML1	FALSE	0.0000000107760506498519
chr15	74287014	74340155	53142	+	5371	PML	FALSE	0.0000000107760506498519
chr15	74362198	74374891	12694	-	342096	GOLGA6A	FALSE	0.0000000107760506498519
chr15	101109428	101142445	33018	-	55180	LINS	FALSE	0.0000000107760506498519
chr15	101142755	101191904	49150	+	140460	ASB7	FALSE	0.0000000107760506498519
chr16	87635441	87731761	96321	+	57338	JPH3	FALSE	0.00000000862084051988149
chr16	87736729	87799598	62870	-	54758	KLHDC4	FALSE	0.00000000862084051988149
chr16	88781746	88851372	69627	-	9780	PIEZO1	FALSE	0.00000000862084051988149
chr16	88870186	88875666	5481	+	81620	CDT1	FALSE	0.00000000862084051988149
chr16	88875877	88878342	2466	-	353	APRT	FALSE	0.00000000862084051988149
chr16	88880142	88923374	43233	-	2588	GALNS	FALSE	0.00000000862084051988149
chr16	88922628	88927591	4964	+	51693	TRAPPC2L	FALSE	0.00000000862084051988149
chr16	88928036	88933068	5033	-	390748	PABPN1L	FALSE	0.00000000862084051988149
chr16	88941263	89043504	102242	-	863	CBFA2T3	FALSE	0.00000000862084051988149
chr19	2321520	2328614	7095	-	51690	LSM7	FALSE	0.0000000107760506498519
chr19	2389784	2426086	36303	+	360200	TMPRSS9	FALSE	0.0000000107760506498519
chr19	2425622	2427875	2254	-	26517	TIMM13	FALSE	0.0000000107760506498519
chr19	2428163	2456966	28804	-	84823	LMNB2	FALSE	0.0000000107760506498519
chr19	2476123	2478257	2135	+	4616	GADD45B	FALSE	0.0000000107760506498519
chr19	3224701	3297073	72373	+	60680	CELF5	FALSE	0.00000000862084051988149
chr19	3359561	3469215	109655	+	4782	NFIC	FALSE	0.00000000862084051988149
chr19	50970045	50980003	9959	-	112703	FAM71E1	FALSE	0.0000000107760506498519
chr19	50979657	50986608	6952	+	284361	EMC10	FALSE	0.0000000107760506498519
chr19	51009254	51014612	5359	-	126119	JOSD2	FALSE	0.0000000107760506498519
chr19	51014857	51017947	3091	-	554235	ASPDH	FALSE	0.0000000107760506498519
chr19	51020150	51071302	51153	-	94030	LRRC4B	FALSE	0.0000000107760506498519
chr19	51108220	51108342	123	+	100126781	SNAR-F	FALSE	0.0000000107760506498519
chr19	51125234	51143092	17859	-	84258	SYT3	FALSE	0.0000000107760506498519
chr20	54823788	54824871	1084	+	4159	MC3R	FALSE	0.000000000538802532492594
chr20	54933983	54943718	9736	+	116151	FAM210B	FALSE	0.000000000538802532492594
chr20	54944445	54967351	22907	-	6790	AURKA	FALSE	0.000000000538802532492594
chr20	54967427	54979582	12156	+	1477	CSTF1	FALSE	0.000000000538802532492594
chr20	61974662	62009489	34828	-	1137	CHRNA4	FALSE	0.0000000107760506498519
chr20	62037542	62103993	66452	-	3785	KCNQ2	FALSE	0.0000000107760506498519
chr20	62119365	62130668	11304	-	1917	EEF1A2	FALSE	0.0000000107760506498519
chr20	62152133	62153524	1392	+	79144	PPDPF	FALSE	0.0000000107760506498519
chr21	44073862	44195618	121757	+	5152	PDE9A	FALSE	0.00000000862084051988149
chr21	44834398	44847002	12605	-	150094	SIK1	FALSE	0.0000000107760506498519
chr21	44869904	44873771	3868	+	284836	LINC00319	FALSE	0.0000000107760506498519
chr21	45666222	45682099	15878	-	29947	DNMT3L	FALSE	0.00000000862084051988149
chr21	45705721	45718102	12382	+	326	AIRE	FALSE	0.00000000862084051988149
chr21	45719925	45747261	27337	+	5211	PFKL	FALSE	0.00000000862084051988149
chr21	45748827	45759285	10459	-	755	C21orf2	FALSE	0.00000000862084051988149
chr21	45770046	45862964	92919	+	7226	TRPM2	FALSE	0.00000000862084051988149
chr21	47720344	47743785	23442	-	54058	C21orf58	FALSE	0.0000000107760506498519
chr21	47744036	47865682	121647	+	5116	PCNT	FALSE	0.0000000107760506498519
chr21	47878862	47989926	111065	+	23181	DIP2A	FALSE	0.0000000107760506498519
chr21	47882384	47889218	6835	+	100862692	DIP2A-IT1	FALSE	0.0000000107760506498519
chr22	26825280	26840978	15699	+	57168	ASPHD2	FALSE	0.00000000862084051988149
chr22	26846849	26879829	32981	-	89781	HPS4	FALSE	0.00000000862084051988149
chr22	26879846	26887904	8059	+	402055	SRRD	FALSE	0.00000000862084051988149
chr22	26887894	26908437	20544	-	24144	TFIP11	FALSE	0.00000000862084051988149
chr22	38302155	38338465	36311	+	85377	MICALL1	FALSE	0.0000000107760506498519
chr22	38339057	38349676	10620	-	84645	C22orf23	FALSE	0.0000000107760506498519
chr22	38349674	38384223	34550	+	5435	POLR2F	FALSE	0.0000000107760506498519
chr22	38368319	38383429	15111	-	6663	SOX10	FALSE	0.0000000107760506498519
chr22	38384801	38384860	60	+	100616146	MIR4534	FALSE	0.0000000107760506498519
chr22	38453262	38471708	18447	+	9463	PICK1	FALSE	0.0000000107760506498519
chr22	38474144	38479170	5027	-	23539	SLC16A8	FALSE	0.0000000107760506498519
chr22	46546499	46639653	93155	+	5465	PPARA	FALSE	0.0000000107760506498519
chr22	46639910	46646193	6284	-	150383	CDPF1	FALSE	0.0000000107760506498519
chr22	46651560	46659219	7660	-	10343	PKDREJ	FALSE	0.0000000107760506498519
chr22	46663861	46689905	26045	+	55020	TTC38	FALSE	0.0000000107760506498519
chr22	46691040	46692557	1518	-	150384	GTSE1-AS1	FALSE	0.0000000107760506498519
chr22	46692638	46726707	34070	+	51512	GTSE1	FALSE	0.0000000107760506498519
chr22	46731298	46753237	21940	+	55687	TRMU	FALSE	0.0000000107760506498519
