seqnames	start	end	width	strand	gene_id	SYMBOL	ishyper	p.value
chr2	157180944	157189287	8344	-	4929	NR4A2	TRUE	0.000105894633328497
chr2	162272620	162281573	8954	+	10716	TBR1	TRUE	0.0000741564701520209
chr2	172950208	172954401	4194	+	1745	DLX1	TRUE	0.0000119166956111387
chr2	172964166	172967478	3313	-	1746	DLX2	TRUE	0.0000954219285044384
chr2	176040986	176046490	5505	-	518	ATP5G3	TRUE	0.0000954219285044384
chr2	179059208	179264160	204953	+	114880	OSBPL6	TRUE	0.000140015381303655
chr2	192699032	192712006	12975	-	8436	SDPR	TRUE	0.0000954219285044384
chr2	198318231	198339851	21621	+	80219	COQ10B	FALSE	0.0000000107760506498519
chr2	202352144	202483905	131762	-	151254	ALS2CR11	TRUE	0.0000126036688400668
chr2	202899310	202903160	3851	+	8324	FZD7	FALSE	0.0000119166956111387
chr2	210288771	210598834	310064	+	4133	MAP2	TRUE	0.0000954219285044384
chr2	220363587	220371718	8132	+	29926	GMPPA	TRUE	0.0000126036688400668
chr2	242483801	242498558	14758	-	100379249	BOK-AS1	FALSE	0.0000229012628410652
chr2	242498146	242513553	15408	+	666	BOK	FALSE	0.0000229012628410652
chr2	242615157	242626383	11227	-	1841	DTYMK	FALSE	0.000105894633328497
chr2	242750160	242758739	8580	+	129807	NEU4	FALSE	0.000000448283707033838
chr2	242792033	242801058	9026	-	5133	PDCD1	FALSE	0.0000741564701520207
chr2	242811886	242815482	3597	+	285093	RTP5	FALSE	0.0000126036688400668
chr3	9258579	9261192	2614	+	100288831	SRGAP3-AS3	FALSE	0.0000386666249417985
chr3	13521224	13547924	26701	+	79885	HDAC11	FALSE	0.0000279918691680553
chr3	27757440	27764206	6767	-	8320	EOMES	TRUE	0.0000229012628410652
chr3	32148003	32210207	62205	+	23171	GPD1L	TRUE	0.0000094290443186204
chr3	32433163	32496333	63171	+	112616	CMTM7	FALSE	0.0000126036688400668
chr3	48445261	48471460	26200	-	5364	PLXNB1	FALSE	0.0000229012628410652
chr3	48711278	48723334	12057	-	51517	NCKIPSD	FALSE	0.00000161209717721784
chr3	49133365	49142562	9198	-	5859	QARS	FALSE	0.0000954219285044386
chr3	49145479	49158371	12893	-	10869	USP19	FALSE	0.0000954219285044386
chr3	49314577	49377536	62960	-	7375	USP4	TRUE	0.0000119166956111387
chr3	49754267	49757238	2972	-	386724	AMIGO3	FALSE	0.0000954219285044386
chr3	49758932	49761384	2453	-	29925	GMPPB	FALSE	0.0000954219285044386
chr3	49924436	49941306	16871	-	4486	MST1R	FALSE	0.0000656929599716273
chr3	50192848	50226508	33661	+	6405	SEMA3F	TRUE	0.0000954219285044384
chr3	50643885	50649262	5378	-	1154	CISH	FALSE	0.0000229012628410652
chr3	50649293	50686728	37436	+	7867	MAPKAPK3	FALSE	0.0000229012628410652
chr3	52255096	52265247	10152	-	54106	TLR9	TRUE	0.0000279918691680552
chr3	52262626	52273183	10558	-	11344	TWF2	TRUE	0.0000279918691680552
chr3	52558385	52569093	10709	-	64943	NT5DC2	FALSE	0.00000942904431862042
chr3	52570621	52574586	3966	+	440957	SMIM4	FALSE	0.00000942904431862042
chr3	55499743	55521670	21928	-	7474	WNT5A	TRUE	0.0000229012628410652
chr3	62355347	62359190	3844	-	55079	FEZF2	TRUE	0.0000386666249417986
chr3	68780915	68981761	200847	-	151647	FAM19A4	TRUE	0.000140015381303655
chr3	99683158	99683242	85	-	100500859	MIR3921	TRUE	0.0000126036688400668
chr3	101368283	101395988	27706	-	27107	ZBTB11	FALSE	0.0000229012628410652
chr3	101395274	101398057	2784	+	100009676	ZBTB11-AS1	FALSE	0.0000229012628410652
chr3	101399934	101405563	5630	-	6152	RPL24	FALSE	0.0000229012628410652
chr3	109044988	109056419	11432	-	55211	DPPA4	TRUE	0.00000144399078708015
chr3	129800674	129817233	16560	+	644974	ALG1L2	TRUE	0.0000741564701520209
chr3	148583043	148614872	31830	+	1359	CPA3	TRUE	0.000105894633328497
chr3	153742190	153838999	96810	-	100507524	ARHGEF26-AS1	TRUE	0.000000448283707033838
chr3	153838792	153975616	136825	+	26084	ARHGEF26	TRUE	0.000000448283707033838
chr3	160117430	160152741	35312	+	10051	SMC4	TRUE	0.0000954219285044384
chr3	160122376	160122473	98	+	406949	MIR15B	TRUE	0.0000954219285044384
chr3	160122533	160122613	81	+	406951	MIR16-2	TRUE	0.0000954219285044384
chr3	168801287	169381563	580277	-	2122	MECOM	TRUE	0.00000224249614023417
chr3	170780292	171178197	397906	-	23043	TNIK	TRUE	0.0000279918691680552
chr3	172607147	172859058	251912	-	83893	SPATA16	FALSE	0.00000979758525084534
chr3	179370933	179507189	136257	+	8975	USP13	TRUE	0.0000386666249417986
chr3	182164758	182204150	39393	-	401103	FLJ46066	TRUE	0.0000954219285044384
chr3	194115550	194119995	4446	-	2814	GP5	TRUE	0.0000279918691680552
chr3	195943383	195960301	16919	+	200931	SLC51A	FALSE	0.00000979758525084534
chr3	197677052	197682721	5670	+	6165	RPL35A	TRUE	0.000105894633328497
chr4	433773	492960	59188	-	170960	ZNF721	TRUE	0.0000126036688400668
chr4	492989	533320	40332	+	54872	PIGG	TRUE	0.0000126036688400668
chr4	619363	664681	45319	+	5158	PDE6B	FALSE	0.000000448283707033838
chr4	667369	675817	8449	+	4636	MYL5	FALSE	0.0000481258422022387
chr4	778745	819945	41201	-	10815	CPLX1	FALSE	0.0000279918691680553
chr4	1004940	1020686	15747	+	53834	FGFRL1	FALSE	0.0000229012628410652
chr4	1160721	1202750	42030	-	10417	SPON2	FALSE	0.0000954219285044386
chr4	1189571	1202750	13180	-	100130872	LOC100130872	FALSE	0.0000954219285044386
chr4	1283672	1333925	50254	+	10296	MAEA	FALSE	0.000140015381303655
chr4	1341104	1381837	40734	+	57654	UVSSA	FALSE	0.0000126036688400668
chr4	1988111	1988204	94	-	100126332	MIR943	FALSE	0.000140015381303655
chr4	3294755	3441640	146886	+	6002	RGS12	FALSE	0.000000154097524292881
chr4	3768296	3770253	1958	+	152	ADRA2C	FALSE	0.00000161209717721784
chr4	4190530	4228621	38092	-	133060	OTOP1	FALSE	0.0000386666249417985
chr4	7432021	7436700	4680	-	768239	PSAPL1	FALSE	0.0000126036688400668
chr4	8868773	8873543	4771	-	3166	HMX1	TRUE	0.000000154097524292881
chr4	10080235	10080316	82	-	100423011	MIR3138	FALSE	0.0000279918691680553
chr4	10441504	10459032	17529	-	85460	ZNF518B	TRUE	0.00000979758525084532
chr4	13527943	13533041	5099	-	285547	LINC01097	TRUE	0.0000000107760506498519
chr4	13542454	13546114	3661	-	579	NKX3-2	TRUE	0.000000113148531823444
chr4	13547700	13549448	1749	-	285548	LINC01096	TRUE	0.000000113148531823444
chr4	24807739	24981826	174088	-	91050	CCDC149	FALSE	0.0000741564701520207
chr4	39289069	39368001	78933	-	5981	RFC1	TRUE	0.000140015381303655
chr4	41746099	41750987	4889	-	8929	PHOX2B	TRUE	0.0000386666249417986
chr4	42399856	42404504	4649	+	152573	SHISA3	TRUE	0.00000979758525084532
chr4	48485360	48491541	6182	+	201780	SLC10A4	TRUE	0.000000154097524292881
chr4	48492309	48496422	4114	+	326340	ZAR1	TRUE	0.000000154097524292881
chr4	54966248	54968122	1875	+	170825	GSX2	TRUE	0.0000000107760506498519
chr4	81105439	81125482	20044	+	56978	PRDM8	FALSE	0.0000126036688400668
chr4	81187742	81212171	24430	+	2250	FGF5	TRUE	0.000105894633328497
chr4	109663202	109684235	21034	-	64850	ETNPPL	TRUE	0.000105894633328497
chr4	111538580	111563279	24700	-	5308	PITX2	TRUE	0.000000829755900038597
chr4	113434672	113437328	2657	-	63973	NEUROG2	TRUE	0.00000979758525084532
chr4	122052564	122148621	96058	-	79931	TNIP3	FALSE	0.0000481258422022387
chr4	140374961	140397069	22109	+	83452	RAB33B	TRUE	0.0000741564701520209
chr4	141562345	141564234	1890	-	644962	TNRC18P1	FALSE	0.0000741564701520207
chr4	154701742	154710228	8487	-	6423	SFRP2	TRUE	0.00000224249614023417
chr4	155665152	155674270	9119	+	9227	LRAT	TRUE	0.00000161209717721784
chr4	164245117	164253947	8831	-	4886	NPY1R	TRUE	0.0000481258422022386
chr4	165875598	165898818	23221	-	391712	TRIM61	TRUE	0.000140015381303655
chr4	174309299	174327528	18230	-	11341	SCRG1	FALSE	0.0000954219285044386
chr4	174447652	174451378	3727	-	9464	HAND2	TRUE	0.000140015381303655
chr4	174451609	174506879	55271	+	79804	HAND2-AS1	TRUE	0.000140015381303655
chr4	187508937	187647850	138914	-	2195	FAT1	FALSE	0.00000477109642522193
chr4	188916925	188926199	9275	+	132625	ZFP42	TRUE	0.000000113148531823444
chr5	470625	473080	2456	-	25845	PP7080	FALSE	0.00000979758525084534
chr5	795720	851101	55382	-	79844	ZDHHC11	FALSE	0.000000113148531823444
chr5	863850	892939	29090	-	65980	BRD9	FALSE	0.000105894633328497
chr5	892969	918164	25196	+	9319	TRIP13	FALSE	0.000105894633328497
chr5	988425	997455	9031	-	100506688	LOC100506688	FALSE	0.00000144399078708015
chr5	1009077	1038927	29851	+	85409	NKD2	FALSE	0.00000144399078708015
chr5	1201710	1225230	23521	+	340024	SLC6A19	FALSE	0.00000979758525084534
chr5	1253287	1295162	41876	-	7015	TERT	FALSE	0.0000386666249417985
chr5	1461542	1524076	62535	-	79888	LPCAT1	FALSE	0.0000481258422022387
chr5	1798499	1799956	1458	-	64979	MRPL36	TRUE	0.0000656929599716272
chr5	1801496	1816167	14672	+	4726	NDUFS6	TRUE	0.0000656929599716272
chr5	3596168	3601517	5350	+	79192	IRX1	TRUE	0.0000954219285044384
chr5	9053928	9054007	80	-	100616326	MIR4636	FALSE	0.000000146554288837985
chr5	32354456	32444844	90389	-	51663	ZFR	FALSE	0.00000477109642522193
chr5	37812779	37839782	27004	-	2668	GDNF	TRUE	0.0000954219285044384
chr5	37840540	37875900	35361	+	100861519	GDNF-AS1	TRUE	0.0000954219285044384
chr5	38399916	38403573	3658	-	100506475	EGFLAM-AS2	FALSE	0.00000942904431862042
chr5	38557604	38557663	60	-	100500824	MIR3650	TRUE	0.0000741564701520209
chr5	42756920	42802539	45620	+	100129792	CCDC152	TRUE	0.0000954219285044384
chr5	50668571	50679166	10596	-	642366	LOC642366	TRUE	0.00000144399078708015
chr5	50678958	50690563	11606	+	3670	ISL1	TRUE	0.00000144399078708015
chr5	54515425	54523143	7719	-	345643	MCIDAS	TRUE	0.0000954219285044384
chr5	54526981	54529508	2528	-	10309	CCNO	TRUE	0.000105894633328497
chr5	64813593	64858995	45403	-	64105	CENPK	FALSE	0.0000279918691680553
chr5	64859063	64883376	24314	+	23398	PPWD1	FALSE	0.0000279918691680553
chr5	68389776	68426899	37124	+	64924	SLC30A5	FALSE	0.0000386666249417985
chr5	74017031	74063042	46012	-	84340	GFM2	FALSE	0.0000119166956111387
chr5	74062816	74072737	9922	+	10412	NSA2	FALSE	0.0000119166956111387
chr5	76924537	76934522	9986	-	23440	OTP	TRUE	0.0000954219285044384
chr5	78407604	78428113	20510	+	635	BHMT	TRUE	0.0000126036688400668
chr5	78985659	79096049	110391	+	202333	CMYA5	FALSE	0.0000481258422022387
chr5	86564070	86687743	123674	+	5921	RASA1	FALSE	0.00000161209717721784
chr5	87962671	87962757	87	-	407047	MIR9-2	TRUE	0.0000126036688400668
chr5	93486556	93954309	467754	-	285600	KIAA0825	TRUE	0.0000741564701520209
chr5	93954391	94031573	77183	+	84250	ANKRD32	TRUE	0.0000741564701520209
chr5	110405778	110413722	7945	+	85480	TSLP	TRUE	0.000000829755900038597
chr5	114914339	114938176	23838	-	353376	TICAM2	TRUE	0.0000386666249417986
chr5	115298151	115363299	65149	+	206338	AQPEP	TRUE	0.00000161209717721784
chr5	122424841	122523745	98905	+	93166	PRDM6	TRUE	0.000000146554288837985
chr5	134571924	134583867	11944	-	340073	C5orf66-AS2	FALSE	0.0000954219285044386
chr5	136983261	136983338	78	-	100126343	MIR874	FALSE	0.000000448283707033838
chr5	137890571	137911318	20748	-	3313	HSPA9	FALSE	0.0000954219285044386
chr5	138940751	139008018	67268	+	7322	UBE2D2	TRUE	0.0000386666249417986
chr5	140174444	140391929	217486	+	56146	PCDHA2	TRUE	0.000140015381303655
chr5	140180783	140391929	211147	+	56145	PCDHA3	TRUE	0.000140015381303655
chr5	140186672	140391929	205258	+	56144	PCDHA4	TRUE	0.000140015381303655
chr5	140207650	140391929	184280	+	56142	PCDHA6	TRUE	0.00000979758525084532
chr5	140213969	140391929	177961	+	56141	PCDHA7	TRUE	0.00000979758525084532
chr5	140220907	140391929	171023	+	56140	PCDHA8	TRUE	0.00000979758525084532
chr5	140254931	140391929	136999	+	56137	PCDHA12	TRUE	0.0000279918691680552
chr5	140261854	140391929	130076	+	56136	PCDHA13	TRUE	0.0000279918691680552
chr5	140345747	140391929	46183	+	56134	PCDHAC2	TRUE	0.0000386666249417986
chr5	140501581	140505201	3621	+	56131	PCDHB4	TRUE	0.0000386666249417986
chr5	140557371	140560081	2711	+	56128	PCDHB8	TRUE	0.0000656929599716272
chr5	140560980	140565796	4817	+	57717	PCDHB16	TRUE	0.0000656929599716272
chr5	140571952	140575213	3262	+	56126	PCDHB10	TRUE	0.0000656929599716272
chr5	140588291	140591698	3408	+	56124	PCDHB12	TRUE	0.0000741564701520209
chr5	140593509	140596993	3485	+	56123	PCDHB13	TRUE	0.0000741564701520209
chr5	140603078	140605860	2783	+	56122	PCDHB14	TRUE	0.0000741564701520209
chr5	140613938	140617101	3164	+	54660	PCDHB18	TRUE	0.0000119166956111387
chr5	140619689	140624312	4624	+	84054	PCDHB19P	TRUE	0.0000119166956111387
chr5	140625147	140627801	2655	+	56121	PCDHB15	TRUE	0.0000119166956111387
chr5	140729828	140892548	162721	+	56104	PCDHGB1	TRUE	0.000000154097524292881
