seqnames	start	end	width	strand	gene_id	SYMBOL	ishyper	p.value
chr1	3816968	3833879	16912	+	100133612	LINC01134	FALSE	0.000000448283707033838
chr1	4000672	4012643	11972	+	728716	RP13-614K11.1	FALSE	0.000000113148531823444
chr1	4715105	4843851	128747	+	55966	AJAP1	FALSE	0.000000829755900038597
chr1	5922732	5922801	70	-	100616421	MIR4689	FALSE	0.000000829755900038597
chr1	5922870	6052533	129664	-	261734	NPHP4	FALSE	0.000000829755900038597
chr1	6052358	6161253	108896	+	8514	KCNAB2	FALSE	0.000000829755900038597
chr1	6161847	6240194	78348	-	26038	CHD5	FALSE	0.0000119166956111387
chr1	6245080	6259679	14600	-	6146	RPL22	FALSE	0.0000119166956111387
chr1	6266189	6281359	15171	+	388591	RNF207	FALSE	0.0000119166956111387
chr1	6281253	6296044	14792	-	23463	ICMT	FALSE	0.0000119166956111387
chr1	6304252	6305638	1387	+	390992	HES3	FALSE	0.0000119166956111387
chr1	6472498	6484730	12233	-	54626	HES2	FALSE	0.0000954219285044384
chr1	6484848	6521004	36157	+	83715	ESPN	FALSE	0.0000954219285044384
chr1	6489894	6489956	63	-	100422975	MIR4252	FALSE	0.0000954219285044384
chr1	6521214	6526255	5042	-	8718	TNFRSF25	FALSE	0.0000954219285044384
chr1	6526152	6580121	53970	-	57449	PLEKHG5	FALSE	0.0000954219285044384
chr1	6581407	6614658	33252	-	79707	NOL9	FALSE	0.00000144399078708015
chr1	6615338	6639817	24480	+	80835	TAS1R1	FALSE	0.00000144399078708015
chr1	6640056	6649340	9285	+	3104	ZBTB48	FALSE	0.00000144399078708015
chr1	6650779	6662929	12151	-	9903	KLHL21	FALSE	0.00000144399078708015
chr1	6673756	6684093	10338	+	148479	PHF13	FALSE	0.00000144399078708015
chr1	6684925	6695646	10722	+	90326	THAP3	FALSE	0.00000144399078708015
chr1	6694228	6761966	67739	-	55735	DNAJC11	NA	0.00000144399078708015
chr1	6845384	7829766	984383	+	23261	CAMTA1	TRUE	0.0000481258422022387
chr1	7831329	7841492	10164	+	9341	VAMP3	TRUE	0.0000126036688400668
chr1	7844380	7905237	60858	+	8863	PER3	TRUE	0.0000126036688400668
chr1	7903143	7973294	70152	-	10911	UTS2	TRUE	0.0000126036688400668
chr1	8384390	8404227	19838	+	50651	SLC45A1	FALSE	0.0000279918691680552
chr1	9063359	9086404	23046	-	155184	SLC2A7	FALSE	0.0000386666249417986
chr1	9097005	9148510	51506	-	6518	SLC2A5	FALSE	0.0000386666249417986
chr1	9164476	9189229	24754	-	80045	GPR157	FALSE	0.0000386666249417986
chr1	9211727	9211836	110	-	407040	MIR34A	FALSE	0.0000386666249417986
chr1	9294863	9331394	36532	+	9563	H6PD	FALSE	0.0000229012628410652
chr1	9352941	9429590	76650	+	80176	SPSB1	FALSE	0.0000229012628410652
chr1	9789079	9884550	95472	-	22883	CLSTN1	TRUE	0.0000119166956111387
chr1	10696666	10856733	160068	-	54897	CASZ1	FALSE	0.0000954219285044384
chr1	11006530	11042094	35565	-	148345	C1orf127	FALSE	0.0000656929599716272
chr1	11072679	11085549	12871	+	23435	TARDBP	FALSE	0.0000656929599716272
chr1	11166588	11322608	156021	-	2475	MTOR	TRUE	0.00000161209717721784
chr1	11333255	11348491	15237	+	29914	UBIAD1	TRUE	0.00000161209717721784
chr1	11539295	11597640	58346	+	57540	PTCHD2	FALSE	0.00000144399078708015
chr1	11900376	11907674	7299	+	100379251	NPPA-AS1	FALSE	0.0000481258422022386
chr1	11905767	11907840	2074	-	4878	NPPA	FALSE	0.0000481258422022386
chr1	11917521	11918992	1472	-	4879	NPPB	FALSE	0.0000481258422022386
chr1	11979645	11986485	6841	-	90231	KIAA2013	NA	0.00000979758525084534
chr1	11994724	12035599	40876	+	5351	PLOD1	NA	0.00000979758525084534
chr1	12040238	12073572	33335	+	9927	MFN2	NA	0.00000979758525084534
chr1	12079299	12092106	12808	+	60672	MIIP	NA	0.00000979758525084534
chr1	12123434	12204264	80831	+	943	TNFRSF8	TRUE	0.00000979758525084534
chr1	12227060	12269277	42218	+	7133	TNFRSF1B	FALSE	0.000140015381303655
chr1	12251762	12251839	78	+	100616438	MIR4632	FALSE	0.000140015381303655
chr1	12290113	12572098	281986	+	55187	VPS13D	FALSE	0.000140015381303655
chr1	12806163	12821102	14940	+	93190	C1orf158	TRUE	0.000105894633328497
chr1	12834984	12838048	3065	+	390999	PRAMEF12	TRUE	0.000105894633328497
chr1	12851546	12856777	5232	+	65121	PRAMEF1	TRUE	0.000105894633328497
chr1	12884468	12891264	6797	-	440560	PRAMEF11	TRUE	0.000105894633328497
chr1	12907236	12908237	1002	-	649330	LOC649330	TRUE	0.000105894633328497
chr1	12907261	12908578	1318	-	343069	HNRNPCL1	TRUE	0.000105894633328497
chr1	12916941	12921764	4824	+	65122	PRAMEF2	TRUE	0.000105894633328497
chr1	12939033	12946025	6993	-	400735	PRAMEF4	TRUE	0.000105894633328497
chr1	12952727	12958094	5368	-	343071	PRAMEF10	TRUE	0.000105894633328497
chr1	14026735	14151574	124840	+	7799	PRDM2	TRUE	0.000000154097524292881
chr1	14925213	15444544	519332	+	23254	KAZN	FALSE	0.000140015381303655
chr1	15573768	15726778	153011	+	114827	FHAD1	FALSE	0.00000144399078708015
chr1	15736391	15756839	20449	+	79180	EFHD2	FALSE	0.00000144399078708015
chr1	16450832	16482582	31751	-	1969	EPHA2	FALSE	0.0000954219285044384
chr1	16524599	16539104	14506	-	128272	ARHGEF19	FALSE	0.0000954219285044384
chr1	16558182	16563659	5478	-	79363	RSG1	FALSE	0.0000954219285044384
chr1	16576559	16678948	102390	-	54455	FBXO42	NA	0.00000144399078708015
chr1	16693525	16724643	31119	+	26099	SZRD1	NA	0.00000144399078708015
chr1	16722176	16763919	41744	-	374955	SPATA21	NA	0.00000144399078708015
chr1	16767167	16786584	19418	+	55707	NECAP2	NA	0.00000144399078708015
chr1	16793931	16819196	25266	-	114819	CROCCP3	NA	0.00000144399078708015
chr1	16888922	16940100	51179	-	55672	NBPF1	TRUE	0.00000942904431862042
chr1	16944751	16971178	26428	-	84809	CROCCP2	TRUE	0.000105894633328497
chr1	16972069	16976915	4847	+	11209	MST1P2	TRUE	0.000105894633328497
chr1	17017713	17046652	28940	-	284729	ESPNP	TRUE	0.000105894633328497
chr1	17066768	17299474	232707	+	9696	CROCC	TRUE	0.000105894633328497
chr1	17081129	17090975	9847	-	11223	MST1L	TRUE	0.000105894633328497
chr1	17300999	17308081	7083	-	4237	MFAP2	FALSE	0.000105894633328497
chr1	17312453	17338423	25971	-	23400	ATP13A2	FALSE	0.000105894633328497
chr1	17345225	17380665	35441	-	6390	SDHB	FALSE	0.000105894633328497
chr1	18957500	19075360	117861	+	5081	PAX7	NA	0.0000481258422022387
chr1	19166093	19186155	20063	-	80834	TAS1R2	FALSE	0.0000741564701520209
chr1	19197924	19229293	31370	-	8659	ALDH4A1	FALSE	0.0000741564701520209
chr1	19209696	19209769	74	-	100616120	MIR4695	FALSE	0.0000741564701520209
chr1	19230774	19282826	52053	-	126917	IFFO2	FALSE	0.0000741564701520209
chr1	19665267	19812066	146800	-	832	CAPZB	FALSE	0.000000829755900038597
chr1	20959948	20978004	18057	+	65018	PINK1	FALSE	0.0000386666249417986
chr1	20978260	20988037	9778	-	1650	DDOST	FALSE	0.0000386666249417986
chr1	20990507	21044317	53811	-	57576	KIF17	FALSE	0.0000386666249417986
chr1	21046225	21059330	13106	-	400745	SH2D5	FALSE	0.0000386666249417986
chr1	21069171	21113799	44629	-	50809	HP1BP3	FALSE	0.0000386666249417986
chr1	21132785	21503381	370597	-	8672	EIF4G3	FALSE	0.000105894633328497
chr1	21543740	21672034	128295	-	1889	ECE1	FALSE	0.000105894633328497
chr1	21619783	21626362	6580	+	100506801	RP5-1071N3.1	FALSE	0.000105894633328497
chr1	22328149	22339035	10887	+	10136	CELA3A	TRUE	0.0000954219285044386
chr1	22351707	22357715	6009	+	29092	LINC00339	TRUE	0.0000954219285044386
chr1	22379120	22419436	40317	+	998	CDC42	TRUE	0.0000954219285044386
chr1	22443798	22470385	26588	-	54361	WNT4	TRUE	0.0000954219285044386
chr1	24382531	24438665	56135	-	127294	MYOM3	TRUE	0.0000126036688400668
chr1	24446261	24469775	23515	-	58985	IL22RA1	TRUE	0.0000126036688400668
chr1	24480647	24513765	33119	-	163702	IFNLR1	TRUE	0.0000126036688400668
chr1	24526730	24538180	11451	+	284632	RP11-10N16.2	TRUE	0.0000126036688400668
chr1	25688740	25756683	67944	-	6006	RHCE	FALSE	0.0000656929599716272
chr1	25757388	25826698	69311	+	55219	TMEM57	FALSE	0.0000656929599716272
chr1	25870076	25895377	25302	+	26119	LDLRAP1	FALSE	0.0000656929599716272
chr1	26286258	26324648	38391	-	5051	PAFAH2	FALSE	0.0000656929599716272
chr1	26348271	26362954	14684	+	2134	EXTL1	FALSE	0.0000656929599716272
chr1	26364514	26372604	8091	-	7780	SLC30A2	FALSE	0.0000656929599716272
chr1	26377796	26394125	16330	-	84676	TRIM63	FALSE	0.0000656929599716272
chr1	26437656	26452039	14384	+	149420	PDIK1L	FALSE	0.0000656929599716272
chr1	26485511	26489119	3609	+	79927	FAM110D	TRUE	0.0000279918691680553
chr1	26496388	26497364	977	+	51042	ZNF593	TRUE	0.0000279918691680553
chr1	26503981	26516375	12395	+	10256	CNKSR1	TRUE	0.0000279918691680553
chr1	26517119	26529033	11915	+	378807	CATSPER4	TRUE	0.0000279918691680553
chr1	26560693	26605299	44607	+	64793	CEP85	TRUE	0.0000279918691680553
chr1	26606213	26608013	1801	+	83442	SH3BGRL3	TRUE	0.0000279918691680553
chr1	26608773	26644756	35984	-	91544	UBXN11	TRUE	0.0000279918691680553
chr1	26644411	26647014	2604	+	1043	CD52	TRUE	0.0000279918691680553
chr1	26648350	26680621	32272	-	55057	AIM1L	TRUE	0.0000741564701520207
chr1	26688125	26699266	11142	-	257101	ZNF683	TRUE	0.0000741564701520207
chr1	26737269	26756219	18951	+	79727	LIN28A	TRUE	0.0000741564701520207
chr1	26758773	26797795	39023	+	79947	DHDDS	TRUE	0.0000741564701520207
chr1	26798902	26803133	4232	+	3151	HMGN2	TRUE	0.0000741564701520207
chr1	26856249	26901520	45272	+	6195	RPS6KA1	TRUE	0.0000741564701520207
chr1	27276047	27286901	10855	-	126695	C1orf172	FALSE	0.0000229012628410652
chr1	27320195	27327377	7183	+	388610	TRNP1	FALSE	0.00000144399078708015
chr1	27331511	27339333	7823	-	115572	FAM46B	FALSE	0.00000144399078708015
chr1	27425300	27481621	56322	-	6548	SLC9A1	FALSE	0.00000144399078708015
chr1	28473677	28520447	46771	-	5724	PTAFR	TRUE	0.000105894633328497
chr1	28526790	28559542	32753	-	22826	DNAJC8	TRUE	0.000105894633328497
chr1	28562602	28564616	2015	+	93974	ATPIF1	TRUE	0.000105894633328497
chr1	28585963	28609002	23040	+	83667	SESN2	TRUE	0.000105894633328497
chr1	28655513	28662478	6966	+	54797	MED18	TRUE	0.000105894633328497
chr1	28929609	28969604	39996	-	6883	TAF12	FALSE	0.0000656929599716272
chr1	28975112	28975246	135	+	26824	RNU11	FALSE	0.0000656929599716272
chr1	28995240	29042115	46876	+	10691	GMEB1	FALSE	0.0000656929599716272
chr1	29063133	29096287	33155	+	51441	YTHDF2	FALSE	0.0000656929599716272
chr1	29138654	29190208	51555	+	4985	OPRD1	FALSE	0.0000656929599716272
chr1	29445937	29450421	4485	-	399474	TMEM200B	FALSE	0.0000954219285044384
chr1	29474250	29508637	34388	-	6429	SRSF4	FALSE	0.0000954219285044384
chr1	31971839	31974167	2329	+	149086	LINC01225	FALSE	0.0000954219285044384
chr1	31984036	31989846	5811	+	284551	LINC01226	FALSE	0.0000954219285044384
chr1	32042086	32053287	11202	+	64129	TINAGL1	FALSE	0.0000954219285044384
chr1	32083301	32098119	14819	+	3061	HCRTR1	FALSE	0.0000954219285044384
chr1	32095463	32110838	15376	-	553115	PEF1	FALSE	0.00000477109642522193
chr1	32117848	32169768	51921	-	1307	COL16A1	FALSE	0.00000477109642522193
chr1	32192718	32229648	36931	-	576	BAI2	FALSE	0.00000477109642522193
chr1	32224261	32224336	76	-	100423028	MIR4254	FALSE	0.00000477109642522193
chr1	32256025	32281580	25556	-	90853	SPOCD1	FALSE	0.00000477109642522193
chr1	32372022	32403988	31967	-	8073	PTP4A2	TRUE	0.0000954219285044386
chr1	32479295	32526460	47166	+	10657	KHDRBS1	TRUE	0.0000954219285044386
chr1	32538503	32568467	29965	+	55116	TMEM39B	TRUE	0.0000954219285044386
chr1	32697261	32707311	10051	-	339483	MTMR9LP	FALSE	0.00000161209717721784
chr1	32712818	32714461	1644	+	84734	FAM167B	FALSE	0.00000161209717721784
chr1	32716840	32751766	34927	+	3932	LCK	FALSE	0.00000161209717721784
chr1	32757708	32799224	41517	+	3065	HDAC1	FALSE	0.00000161209717721784
chr1	32799430	32801840	2411	-	65108	MARCKSL1	FALSE	0.00000161209717721784
chr1	32826871	32827844	974	-	100128071	FAM229A	FALSE	0.00000161209717721784
chr1	32827862	32829924	2063	+	81629	TSSK3	FALSE	0.00000161209717721784
chr1	32830705	32860062	29358	-	55108	BSDC1	FALSE	0.00000161209717721784
chr1	33065773	33116185	50413	-	339487	ZBTB8OS	TRUE	0.0000386666249417985
chr1	33116749	33151812	35064	+	5928	RBBP4	TRUE	0.0000386666249417985
chr1	33145507	33168361	22855	-	81493	SYNC	TRUE	0.0000279918691680553
chr1	33207512	33240571	33060	+	57648	KIAA1522	TRUE	0.0000279918691680553
chr1	33240840	33283633	42794	-	8565	YARS	TRUE	0.0000279918691680553
chr1	33283043	33324480	41438	+	64766	S100PBP	TRUE	0.0000279918691680553
chr1	33327869	33338082	10214	-	252995	FNDC5	TRUE	0.0000279918691680553
chr1	33352098	33360247	8150	+	3208	HPCA	TRUE	0.0000279918691680553
chr1	33722174	33766320	44147	+	149076	ZNF362	FALSE	0.000000829755900038597
chr1	33772367	33786699	14333	-	127550	A3GALT2	FALSE	0.000000829755900038597
chr1	33797994	33798093	100	-	100500853	MIR3605	FALSE	0.000000829755900038597
chr1	35449368	35497569	48202	-	9204	ZMYM6	TRUE	0.0000741564701520207
chr1	35544972	35581455	36484	+	79830	ZMYM1	TRUE	0.0000741564701520207
chr1	35649201	35658743	9543	-	6421	SFPQ	TRUE	0.0000741564701520207
chr1	35899091	36023551	124461	-	79932	KIAA0319L	TRUE	0.0000229012628410652
chr1	36023393	36032380	8988	+	23154	NCDN	TRUE	0.0000229012628410652
chr1	36035413	36107445	72033	-	5690	PSMB2	TRUE	0.0000229012628410652
chr1	36038971	36060927	21957	+	339488	TFAP2E	TRUE	0.0000229012628410652
chr1	36549676	36553876	4201	+	27285	TEKT2	FALSE	0.0000741564701520209
chr1	36554453	36559533	5081	+	54936	ADPRHL2	FALSE	0.0000741564701520209
chr1	36560844	36565850	5007	-	1296	COL8A2	FALSE	0.0000741564701520209
chr1	36602170	36621654	19485	-	27095	TRAPPC3	FALSE	0.0000741564701520209
chr1	36621803	36646441	24639	+	55700	MAP7D1	FALSE	0.0000741564701520209
chr1	43391046	43424847	33802	-	6513	SLC2A1	FALSE	0.000000113148531823444
chr1	43424720	43449029	24310	+	440584	SLC2A1-AS1	FALSE	0.000000113148531823444
chr1	43613594	43622067	8474	+	440585	FAM183A	FALSE	0.0000229012628410652
chr1	43638001	43720029	82029	+	149465	WDR65	FALSE	0.0000229012628410652
chr1	43916674	43919660	2987	-	81888	HYI	FALSE	0.0000656929599716272
chr1	43996547	44089343	92797	+	5792	PTPRF	FALSE	0.000000829755900038597
chr1	44115797	44171189	55393	+	9682	KDM4A	FALSE	0.000000829755900038597
chr1	44165356	44173012	7657	-	100132774	KDM4A-AS1	FALSE	0.0000954219285044384
chr1	44171495	44396837	225343	+	6487	ST3GAL3	FALSE	0.0000954219285044384
chr1	44679125	44686351	7227	+	55929	DMAP1	TRUE	0.0000126036688400668
chr1	45119501	45140099	20599	-	79639	TMEM53	FALSE	0.0000126036688400668
chr1	45140394	45191263	50870	+	339541	C1orf228	FALSE	0.0000126036688400668
chr1	45205490	45233438	27949	+	11004	KIF2C	FALSE	0.0000126036688400668
chr1	45241246	45244412	3167	+	6202	RPS8	TRUE	0.0000279918691680553
chr1	45241537	45241610	74	+	26811	SNORD55	TRUE	0.0000279918691680553
chr1	45242164	45242261	98	+	94161	SNORD46	TRUE	0.0000279918691680553
chr1	45243514	45243584	71	+	94162	SNORD38A	TRUE	0.0000279918691680553
chr1	45244062	45244130	69	+	94163	SNORD38B	TRUE	0.0000279918691680553
chr1	45249257	45253426	4170	-	266675	BEST4	TRUE	0.0000279918691680553
chr1	45266036	45271667	5632	+	1263	PLK3	TRUE	0.0000279918691680553
chr1	45271586	45272957	1372	-	343521	TCTEX1D4	TRUE	0.0000279918691680553
chr1	45274154	45279801	5648	+	149478	BTBD19	TRUE	0.0000279918691680553
chr1	45285516	45308616	23101	-	8643	PTCH2	TRUE	0.0000279918691680553
chr1	45809555	45956840	147286	-	10420	TESK2	NA	0.0000094290443186204
chr1	45959598	45965751	6154	-	126661	CCDC163P	NA	0.0000094290443186204
chr1	45965856	45976739	10884	+	25974	MMACHC	NA	0.0000094290443186204
chr1	45976707	45988562	11856	-	5052	PRDX1	NA	0.0000094290443186204
chr1	46016455	46035723	19269	+	10327	AKR1A1	NA	0.0000094290443186204
chr1	46049660	46084578	34919	+	4678	NASP	FALSE	0.0000094290443186204
chr1	47603107	47614526	11420	+	284541	CYP4A22	TRUE	0.0000229012628410652
chr1	47644922	47646011	1090	+	100874253	LINC00853	TRUE	0.0000229012628410652
chr1	47649261	47655771	6511	-	10158	PDZK1IP1	TRUE	0.0000229012628410652
chr1	47681963	47697892	15930	-	6886	TAL1	TRUE	0.0000229012628410652
chr1	47694868	47779819	84952	-	6491	STIL	TRUE	0.0000229012628410652
chr1	47799469	47844511	45043	+	51727	CMPK1	TRUE	0.0000229012628410652
chr1	47881744	47883724	1981	+	2301	FOXE3	TRUE	0.0000481258422022387
chr1	47897807	47900313	2507	-	84793	FOXD2-AS1	TRUE	0.0000481258422022387
chr1	47901689	47906363	4675	+	2306	FOXD2	TRUE	0.0000481258422022387
chr1	48998527	50489626	1491100	-	84871	AGBL4	TRUE	0.00000979758525084534
chr1	50513686	50667540	153855	+	1996	ELAVL4	TRUE	0.00000979758525084534
chr1	50883223	50889119	5897	-	63950	DMRTA2	TRUE	0.0000000107760506498519
chr1	51567906	51613754	45849	+	284546	C1orf185	TRUE	0.0000481258422022387
chr1	51701945	51739119	37175	+	26994	RNF11	TRUE	0.00000942904431862042
chr1	51752930	51810785	57856	-	22996	TTC39A	TRUE	0.00000942904431862042
chr1	53904043	53905693	1651	-	163742	SLC25A3P1	FALSE	0.000105894633328497
chr1	53925072	53933158	8087	+	63948	DMRTB1	FALSE	0.000105894633328497
chr1	54497349	54519111	21763	-	9528	TMEM59	FALSE	0.0000741564701520209
chr1	54519274	54578192	58919	+	127428	TCEANC2	FALSE	0.0000741564701520209
chr1	54519752	54519827	76	+	100616315	MIR4781	FALSE	0.0000741564701520209
chr1	54604668	54618679	14012	-	200008	CDCP2	FALSE	0.0000741564701520209
chr1	54638027	54665746	27720	-	606495	CYB5RL	FALSE	0.0000741564701520209
chr1	54665840	54684056	18217	+	51253	MRPL37	FALSE	0.0000741564701520209
chr1	55181495	55208328	26834	+	7268	TTC4	FALSE	0.000140015381303655
chr1	55222571	55230226	7656	-	25973	PARS2	FALSE	0.000140015381303655
chr1	55246752	55266941	20190	-	55001	TTC22	FALSE	0.000140015381303655
chr1	55271736	55307937	36202	+	163747	C1orf177	FALSE	0.000140015381303655
chr1	55315300	55352921	37622	-	1718	DHCR24	FALSE	0.000140015381303655
chr1	56960419	57045257	84839	-	8613	PPAP2B	TRUE	0.000105894633328497
chr1	57110990	57181008	70019	+	5563	PRKAA2	TRUE	0.000105894633328497
chr1	59246463	59249785	3323	-	3725	JUN	FALSE	0.00000477109642522193
chr1	59250823	59365384	114562	+	100131060	LINC01135	FALSE	0.00000477109642522193
chr1	62119914	62121800	1887	+	414927	MGC34796	TRUE	0.0000279918691680553
chr1	62146719	62191095	44377	-	83941	TM2D1	TRUE	0.0000279918691680553
chr1	62208149	62644347	436199	+	10207	INADL	TRUE	0.0000279918691680553
chr1	67278572	67390570	111999	-	79819	WDR78	TRUE	0.0000481258422022387
chr1	67390578	67454302	63725	+	57708	MIER1	TRUE	0.0000481258422022387
chr1	68894507	68915642	21136	-	6121	RPE65	TRUE	0.00000942904431862042
chr1	68939835	68962799	22965	-	55635	DEPDC1	TRUE	0.00000942904431862042
chr1	74491702	74663871	172170	-	127255	LRRIQ3	TRUE	0.0000279918691680553
chr1	74663896	75010116	346221	+	100526835	FPGT-TNNI3K	TRUE	0.0000279918691680553
chr1	74663896	74674148	10253	+	8790	FPGT	TRUE	0.0000279918691680553
chr1	74701071	75010116	309046	+	51086	TNNI3K	TRUE	0.0000279918691680553
chr1	79355449	79472495	117047	-	64123	ELTD1	TRUE	0.0000656929599716273
chr1	81771845	82458107	686263	+	23266	LPHN2	TRUE	0.000140015381303655
chr1	90090408	90098453	8046	-	400761	FLJ27354	TRUE	0.000140015381303655
chr1	90098644	90185094	86451	+	84230	LRRC8C	TRUE	0.000140015381303655
