"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"SYMBOL"	"ishyper"	"p.value"
"chr1"	1260143	1264276	4134	"+"	80772	"GLTPD1"	NA	1.13148531823444e-07
"chr1"	1266726	1269844	3119	"+"	83756	"TAS1R3"	NA	1.13148531823444e-07
"chr1"	1288071	1297157	9087	"-"	54587	"MXRA8"	FALSE	0.00345986281053023
"chr1"	1309110	1310818	1709	"-"	54998	"AURKAIP1"	FALSE	4.48283707033838e-07
"chr1"	1321091	1334718	13628	"-"	81669	"CCNL2"	FALSE	0.0282395620802674
"chr1"	1334910	1337426	2517	"+"	148413	"LOC148413"	FALSE	0.0282395620802674
"chr1"	1337276	1342693	5418	"-"	55052	"MRPL20"	FALSE	0.00984427141268073
"chr1"	1353800	1356824	3025	"-"	441869	"ANKRD65"	FALSE	0.00424040179323827
"chr1"	1361508	1363167	1660	"+"	643965	"TMEM88B"	FALSE	0.00424040179323827
"chr1"	1370903	1378262	7360	"+"	64856	"VWA1"	FALSE	0.0037214552116731
"chr1"	1385069	1405538	20470	"+"	219293	"ATAD3C"	NA	0.000204202926999498
"chr1"	1407164	1444689	37526	"+"	83858	"ATAD3B"	FALSE	0.00185663809461493
"chr1"	1470158	1475740	5583	"-"	339453	"TMEM240"	FALSE	0.0037214552116731
"chr1"	1477053	1510262	33210	"-"	29101	"SSU72"	FALSE	0.0381768793022844
"chr1"	1533388	1535476	2089	"-"	643988	"C1orf233"	FALSE	0.000343449975891819
"chr1"	1567560	1570030	2471	"+"	8510	"MMP23B"	FALSE	0.0294333275832327
"chr1"	1590988	1677438	86451	"-"	728661	"SLC35E2B"	FALSE	0.000204202926999499
"chr1"	1656277	1677438	21162	"-"	9906	"SLC35E2"	FALSE	0.000204202926999499
"chr1"	1682671	1711508	28838	"-"	65220	"NADK"	FALSE	0.00984427141268073
"chr1"	1716725	1822526	105802	"-"	2782	"GNB1"	TRUE	0.023895385841666
"chr1"	1846266	1848733	2468	"+"	163688	"CALML6"	NA	0.00185663809461493
"chr1"	1849029	1850740	1712	"-"	339456	"TMEM52"	NA	0.00185663809461493
"chr1"	1884752	1935276	50525	"-"	85452	"KIAA1751"	FALSE	0.00830320726733409
"chr1"	1950768	1962192	11425	"+"	2563	"GABRD"	FALSE	1.19166956111387e-05
"chr1"	1981909	2116834	134926	"+"	5590	"PRKCZ"	FALSE	0.00110467127140242
"chr1"	2115899	2139172	23274	"-"	199990	"C1orf86"	FALSE	0.00345986281053023
"chr1"	2160134	2241652	81519	"+"	6497	"SKI"	FALSE	0.00119618203232349
"chr1"	2252696	2322993	70298	"-"	79906	"MORN1"	FALSE	2.24249614023417e-06
"chr1"	2281853	2284100	2248	"-"	100129534	"LOC100129534"	FALSE	0.0381768793022843
"chr1"	2323214	2336885	13672	"+"	11079	"RER1"	FALSE	2.24249614023417e-06
"chr1"	2407754	2436969	29216	"+"	9651	"PLCH2"	FALSE	0.00142831809901501
"chr1"	2481359	2484284	2926	"-"	115110	"LOC115110"	FALSE	0.0300982573229515
"chr1"	2486163	2488450	2288	"-"	100133445	"LOC100133445"	FALSE	0.0300982573229515
"chr1"	2487805	2495267	7463	"+"	8764	"TNFRSF14"	FALSE	0.0300982573229515
"chr1"	2517899	2522908	5010	"+"	127281	"FAM213B"	FALSE	0.000354424305873628
"chr1"	2522081	2564481	42401	"-"	79258	"MMEL1"	FALSE	0.00702962301840283
"chr1"	2572807	2706230	133424	"-"	100287898	"TTC34"	FALSE	0.00110467127140242
"chr1"	2938046	2939467	1422	"+"	140625	"ACTRT2"	FALSE	0.000140015381303655
"chr1"	2976181	2984289	8109	"-"	440556	"LINC00982"	NA	1.61209717721784e-06
"chr1"	2985742	3355185	369444	"+"	63976	"PRDM16"	NA	1.61209717721784e-06
"chr1"	3044539	3044599	61	"+"	100422968	"MIR4251"	FALSE	4.48283707033838e-07
"chr1"	3371147	3397677	26531	"+"	27237	"ARHGEF16"	FALSE	0.010792220113852
"chr1"	3477260	3477354	95	"-"	693135	"MIR551A"	FALSE	0.000105894633328497
"chr1"	3541556	3546694	5139	"+"	127262	"TPRG1L"	FALSE	0.0127923941255179
"chr1"	3547331	3566671	19341	"-"	49856	"WRAP73"	NA	4.48283707033838e-07
"chr1"	3569129	3652765	83637	"+"	7161	"TP73"	NA	4.48283707033838e-07
"chr1"	3652548	3663937	11390	"-"	57212	"TP73-AS1"	FALSE	0.010792220113852
"chr1"	3668965	3688209	19245	"+"	148870	"CCDC27"	FALSE	0.010792220113852
"chr1"	3689334	3692546	3213	"+"	388588	"SMIM1"	NA	0.00314399251986909
"chr1"	3696784	3713068	16285	"-"	57470	"LRRC47"	FALSE	0.000354424305873628
"chr1"	3728645	3773797	45153	"-"	9731	"CEP104"	FALSE	0.023895385841666
"chr1"	3773845	3801993	28149	"+"	1677	"DFFB"	FALSE	0.023895385841666
"chr1"	3805697	3816857	11161	"-"	339448	"C1orf174"	FALSE	2.29012628410652e-05
"chr1"	3816968	3833879	16912	"+"	100133612	"LINC01134"	FALSE	2.29012628410652e-05
"chr1"	4000672	4012643	11972	"+"	728716	"RP13-614K11.1"	FALSE	0.0294333275832327
"chr1"	4472111	4484744	12634	"+"	284661	"RP5-1166F10.1"	FALSE	0.0294333275832327
"chr1"	4715105	4843851	128747	"+"	55966	"AJAP1"	FALSE	0.0112513606919155
"chr1"	5922732	5922801	70	"-"	100616421	"MIR4689"	FALSE	0.0037214552116731
"chr1"	5922870	6052533	129664	"-"	261734	"NPHP4"	FALSE	0.0336972642710902
"chr1"	6052358	6161253	108896	"+"	8514	"KCNAB2"	FALSE	0.0336972642710902
"chr1"	6307406	6321035	13630	"-"	387509	"GPR153"	FALSE	0.00472908706936853
"chr1"	6324332	6453826	129495	"-"	11332	"ACOT7"	FALSE	0.0294333275832327
"chr1"	6521214	6526255	5042	"-"	8718	"TNFRSF25"	TRUE	0.0119883606583805
"chr1"	6581407	6614658	33252	"-"	79707	"NOL9"	TRUE	0.00187842295860867
"chr1"	6615338	6639817	24480	"+"	80835	"TAS1R1"	TRUE	0.00187842295860867
"chr1"	6640056	6649340	9285	"+"	3104	"ZBTB48"	FALSE	0.010792220113852
"chr1"	6650779	6662929	12151	"-"	9903	"KLHL21"	FALSE	0.000628131681959608
"chr1"	6673756	6684093	10338	"+"	148479	"PHF13"	FALSE	0.0127923941255179
"chr1"	6684925	6695646	10722	"+"	90326	"THAP3"	FALSE	0.0127923941255179
"chr1"	6694228	6761966	67739	"-"	55735	"DNAJC11"	TRUE	0.00314399251986909
"chr1"	7831329	7841492	10164	"+"	9341	"VAMP3"	TRUE	0.0105626498248202
"chr1"	7844380	7905237	60858	"+"	8863	"PER3"	FALSE	0.0358963480136763
"chr1"	7975931	8003225	27295	"-"	3604	"TNFRSF9"	FALSE	0.023895385841666
"chr1"	8021714	8045342	23629	"+"	11315	"PARK7"	FALSE	0.0336972642710902
"chr1"	8071779	8086393	14615	"-"	54206	"ERRFI1"	FALSE	0.010792220113852
"chr1"	8384390	8404227	19838	"+"	50651	"SLC45A1"	FALSE	0.0037214552116731
"chr1"	9005893	9035148	29256	"+"	765	"CA6"	FALSE	0.00984427141268073
"chr1"	9063359	9086404	23046	"-"	155184	"SLC2A7"	FALSE	0.00110467127140242
"chr1"	9211727	9211836	110	"-"	407040	"MIR34A"	FALSE	0.0127923941255179
"chr1"	9352941	9429590	76650	"+"	80176	"SPSB1"	TRUE	0.023895385841666
"chr1"	9599528	9642831	43304	"+"	84275	"SLC25A33"	NA	0.00185663809461493
"chr1"	9648932	9674935	26004	"+"	199953	"TMEM201"	TRUE	0.000290195811185317
"chr1"	9711790	9789172	77383	"+"	5293	"PIK3CD"	TRUE	0.0142313007719015
"chr1"	9712668	9714644	1977	"-"	644997	"C1orf200"	TRUE	0.0142313007719015
"chr1"	9789079	9884550	95472	"-"	22883	"CLSTN1"	FALSE	0.00187842295860867
"chr1"	9908334	9970316	61983	"-"	56998	"CTNNBIP1"	FALSE	0.000204202926999499
"chr1"	10093041	10241296	148256	"+"	10277	"UBE4B"	TRUE	0.0204115684093437
"chr1"	10459085	10480201	21117	"+"	5226	"PGD"	TRUE	0.023895385841666
"chr1"	10490159	10512060	21902	"+"	100526739	"APITD1-CORT"	FALSE	0.00510917561746985
"chr1"	10490159	10502872	12714	"+"	378708	"APITD1"	FALSE	0.00510917561746985
"chr1"	10520603	10532613	12011	"-"	1676	"DFFA"	NA	0.000358068766203409
"chr1"	10535003	10690815	155813	"+"	5195	"PEX14"	TRUE	0.000628131681959608
"chr1"	11072679	11085549	12871	"+"	23435	"TARDBP"	FALSE	0.0037214552116731
"chr1"	11086580	11107296	20717	"-"	10747	"MASP2"	FALSE	0.0336972642710902
"chr1"	11114649	11120091	5443	"-"	6723	"SRM"	FALSE	0.010792220113852
"chr1"	11166588	11322608	156021	"-"	2475	"MTOR"	FALSE	0.010792220113852
"chr1"	11333255	11348491	15237	"+"	29914	"UBIAD1"	FALSE	0.010792220113852
"chr1"	11539295	11597640	58346	"+"	57540	"PTCHD2"	FALSE	1.44399078708015e-06
"chr1"	11900376	11907674	7299	"+"	100379251	"NPPA-AS1"	FALSE	0.010792220113852
"chr1"	11905767	11907840	2074	"-"	4878	"NPPA"	FALSE	0.010792220113852
"chr1"	11917521	11918992	1472	"-"	4879	"NPPB"	FALSE	0.00107647789008721
"chr1"	11979645	11986485	6841	"-"	90231	"KIAA2013"	FALSE	4.81258422022386e-05
"chr1"	11994724	12035599	40876	"+"	5351	"PLOD1"	FALSE	0.00418765949093764
"chr1"	12040238	12073572	33335	"+"	9927	"MFN2"	FALSE	0.000628131681959608
"chr1"	12251762	12251839	78	"+"	100616438	"MIR4632"	FALSE	0.000140015381303655
"chr1"	12806163	12821102	14940	"+"	93190	"C1orf158"	TRUE	0.000343449975891819
"chr1"	12884468	12891264	6797	"-"	440560	"PRAMEF11"	TRUE	0.000105894633328497
"chr1"	12907236	12908237	1002	"-"	649330	"LOC649330"	TRUE	0.000105894633328497
"chr1"	12907261	12908578	1318	"-"	343069	"HNRNPCL1"	TRUE	0.000105894633328497
"chr1"	14026735	14151574	124840	"+"	7799	"PRDM2"	TRUE	1.54097524292881e-07
"chr1"	15764938	15773153	8216	"+"	11330	"CTRC"	FALSE	0.00418765949093764
"chr1"	15943953	15987552	43600	"+"	84301	"DDI2"	TRUE	0.023895385841666
"chr1"	15986364	15988217	1854	"+"	6248	"RSC1A1"	TRUE	0.0336972642710903
"chr1"	16010827	16061264	50438	"+"	23207	"PLEKHM2"	TRUE	0.00119618203232349
"chr1"	16062809	16067884	5076	"+"	284723	"SLC25A34"	FALSE	0.000204202926999499
"chr1"	16068987	16074292	5306	"+"	388595	"TMEM82"	FALSE	0.0336972642710902
"chr1"	16083154	16113084	29931	"+"	54751	"FBLIM1"	FALSE	0.0037214552116731
"chr1"	16133657	16134194	538	"-"	440567	"UQCRHL"	TRUE	0.023895385841666
"chr1"	16450832	16482582	31751	"-"	1969	"EPHA2"	FALSE	0.00119618203232349
"chr1"	16524599	16539104	14506	"-"	128272	"ARHGEF19"	FALSE	0.000290195811185317
"chr1"	16558182	16563659	5478	"-"	79363	"RSG1"	TRUE	0.000354424305873628
"chr1"	16576559	16678948	102390	"-"	54455	"FBXO42"	TRUE	0.0127923941255179
"chr1"	16888922	16940100	51179	"-"	55672	"NBPF1"	FALSE	0.000354424305873628
"chr1"	16944751	16971178	26428	"-"	84809	"CROCCP2"	FALSE	0.000354424305873628
"chr1"	16972069	16976915	4847	"+"	11209	"MST1P2"	FALSE	0.000354424305873628
"chr1"	17017713	17046652	28940	"-"	284729	"ESPNP"	FALSE	0.00472908706936853
"chr1"	17081129	17090975	9847	"-"	11223	"MST1L"	NA	0.000361402876274473
"chr1"	17300999	17308081	7083	"-"	4237	"MFAP2"	FALSE	0.000105894633328497
"chr1"	17312453	17338423	25971	"-"	23400	"ATP13A2"	TRUE	0.0282395620802674
"chr1"	17393256	17445948	52693	"-"	11240	"PADI2"	TRUE	0.000204202926999498
"chr1"	17698741	17728195	29455	"+"	353238	"PADI6"	TRUE	0.000628131681959608
"chr1"	18081808	18153558	71751	"+"	81569	"ACTL8"	FALSE	0.00418765949093764
"chr1"	18957500	19075360	117861	"+"	5081	"PAX7"	TRUE	0.0105626498248202
"chr1"	19209696	19209769	74	"-"	100616120	"MIR4695"	FALSE	0.0294333275832327
"chr1"	19592476	19600568	8093	"-"	246181	"AKR7L"	TRUE	0.0467817777328344
"chr1"	19609057	19615280	6224	"-"	22977	"AKR7A3"	TRUE	0.0467817777328344
"chr1"	19665267	19812066	146800	"-"	832	"CAPZB"	TRUE	0.0300982573229515
"chr1"	19923471	19984949	61479	"+"	100532736	"MINOS1-NBL1"	TRUE	0.0127923941255179
"chr1"	19923471	19956315	32845	"+"	440574	"MINOS1"	TRUE	0.0127923941255179
"chr1"	19991780	20006055	14276	"+"	3362	"HTR6"	FALSE	0.00345986281053023
"chr1"	20008706	20126758	118053	"-"	255104	"TMCO4"	TRUE	0.00185663809461493
"chr1"	20140522	20141771	1250	"-"	54546	"RNF186"	FALSE	0.0037214552116731
"chr1"	20208888	20239437	30550	"+"	23252	"OTUD3"	FALSE	0.0282395620802674
"chr1"	20246800	20250110	3311	"-"	30814	"PLA2G2E"	TRUE	0.00984427141268072
"chr1"	20301924	20306932	5009	"-"	5320	"PLA2G2A"	FALSE	0.0294333275832327
"chr1"	20439143	20446059	6917	"-"	26279	"PLA2G2D"	FALSE	0.0294333275832327
"chr1"	20825941	20834674	8734	"-"	79594	"MUL1"	TRUE	0.0142313007719015
"chr1"	20878932	20881513	2582	"+"	163933	"FAM43B"	TRUE	0.023895385841666
"chr1"	20990507	21044317	53811	"-"	57576	"KIF17"	FALSE	3.86666249417986e-05
"chr1"	21046225	21059330	13106	"-"	400745	"SH2D5"	FALSE	3.86666249417986e-05
"chr1"	21543740	21672034	128295	"-"	1889	"ECE1"	TRUE	0.00702962301840283
"chr1"	22138758	22151714	12957	"+"	401944	"LDLRAD2"	FALSE	0.0381768793022843
"chr1"	22148737	22263750	115014	"-"	3339	"HSPG2"	FALSE	0.0282395620802674
"chr1"	22379120	22419436	40317	"+"	998	"CDC42"	TRUE	0.010792220113852
"chr1"	22963118	22966175	3058	"+"	712	"C1QA"	FALSE	0.0142313007719014
"chr1"	22970118	22974603	4486	"+"	714	"C1QC"	FALSE	0.0142313007719014
"chr1"	23337327	23342343	5017	"-"	729059	"C1orf234"	TRUE	0.00424040179323827
"chr1"	23636276	23670853	34578	"-"	10236	"HNRNPR"	TRUE	0.0296770969354032
"chr1"	23707555	23751261	43707	"-"	6920	"TCEA3"	FALSE	0.0294333275832327
"chr1"	23884421	23886285	1865	"-"	3399	"ID3"	TRUE	0.0105626498248202
"chr1"	24086872	24104787	17916	"-"	100506963	"RP5-886K2.3"	FALSE	0.000628131681959608
"chr1"	24104876	24114722	9847	"+"	57095	"PITHD1"	FALSE	0.000628131681959608
"chr1"	24382531	24438665	56135	"-"	127294	"MYOM3"	FALSE	0.0119883606583805
"chr1"	24446261	24469775	23515	"-"	58985	"IL22RA1"	TRUE	1.26036688400668e-05
"chr1"	24480647	24513765	33119	"-"	163702	"IFNLR1"	FALSE	0.00702962301840283
"chr1"	24526730	24538180	11451	"+"	284632	"RP11-10N16.2"	FALSE	0.00702962301840283
"chr1"	24683489	24741587	58099	"-"	90529	"STPG1"	TRUE	0.00107647789008721
"chr1"	24742245	24799473	57229	"+"	57185	"NIPAL3"	TRUE	0.00107647789008721
"chr1"	24822823	24828850	6028	"-"	100750325	"RCAN3AS"	FALSE	0.0294333275832327
"chr1"	24828841	24863510	34670	"+"	11123	"RCAN3"	FALSE	0.0294333275832327
"chr1"	24882567	24935818	53252	"+"	400746	"NCMAP"	FALSE	0.00418765949093764
"chr1"	26126667	26144713	18047	"+"	57190	"SEPN1"	NA	0.0127923941255179
"chr1"	26146397	26159433	13037	"+"	56181	"MTFR1L"	FALSE	0.00145259438591899
"chr1"	26146445	26150097	3653	"-"	646471	"LOC646471"	FALSE	0.00145259438591899
"chr1"	26210677	26233368	22692	"-"	3925	"STMN1"	TRUE	0.00424040179323827
"chr1"	26232853	26232945	93	"-"	100500808	"MIR3917"	TRUE	0.00424040179323827
"chr1"	26496388	26497364	977	"+"	51042	"ZNF593"	FALSE	0.0170819648826613
"chr1"	26503981	26516375	12395	"+"	10256	"CNKSR1"	FALSE	0.0170819648826613
"chr1"	26560693	26605299	44607	"+"	64793	"CEP85"	TRUE	2.79918691680553e-05
"chr1"	26606213	26608013	1801	"+"	83442	"SH3BGRL3"	FALSE	0.0381768793022844
"chr1"	26608773	26644756	35984	"-"	91544	"UBXN11"	TRUE	0.0105626498248202
"chr1"	26644411	26647014	2604	"+"	1043	"CD52"	TRUE	0.0105626498248202
"chr1"	26648350	26680621	32272	"-"	55057	"AIM1L"	FALSE	0.0467817777328344
"chr1"	26758773	26797795	39023	"+"	79947	"DHDDS"	TRUE	7.41564701520207e-05
"chr1"	26798902	26803133	4232	"+"	3151	"HMGN2"	FALSE	0.0294333275832327
"chr1"	26856249	26901520	45272	"+"	6195	"RPS6KA1"	FALSE	0.00984427141268073
"chr1"	26881033	26881084	52	"+"	100302190	"MIR1976"	FALSE	0.0381768793022843
"chr1"	27022522	27108601	86080	"+"	8289	"ARID1A"	TRUE	0.00345986281053022
"chr1"	27189633	27190947	1315	"+"	2810	"SFN"	FALSE	0.0204115684093437
"chr1"	27248213	27273362	25150	"+"	10726	"NUDC"	TRUE	0.0112513606919155
"chr1"	27425300	27481621	56322	"-"	6548	"SLC9A1"	TRUE	0.00702962301840283
"chr1"	27668483	27680423	11941	"+"	84958	"SYTL1"	FALSE	0.0204115684093437
"chr1"	27681670	27693337	11668	"-"	9064	"MAP3K6"	NA	0.00345986281053022
"chr1"	27695601	27701315	5715	"-"	8547	"FCN3"	FALSE	0.025166852057842
"chr1"	27705596	27709805	4210	"-"	388611	"CD164L2"	FALSE	0.025166852057842
"chr1"	27719148	27722317	3170	"+"	2827	"GPR3"	FALSE	0.0112513606919155
"chr1"	27860756	27930361	69606	"-"	27245	"AHDC1"	FALSE	0.010792220113852
"chr1"	27938801	27961727	22927	"-"	2268	"FGR"	TRUE	0.0170819648826612
"chr1"	28218049	28241236	23188	"-"	6118	"RPA2"	TRUE	0.0204115684093437
"chr1"	28473677	28520447	46771	"-"	5724	"PTAFR"	TRUE	0.000343449975891819
"chr1"	28585963	28609002	23040	"+"	83667	"SESN2"	NA	0.000105894633328497
"chr1"	28696093	28826881	130789	"+"	65979	"PHACTR4"	TRUE	0.0112513606919155
"chr1"	28879529	28905057	25529	"+"	54952	"TRNAU1AP"	FALSE	0.0294333275832327
"chr1"	28905050	28908383	3334	"-"	85028	"SNHG12"	TRUE	0.0336972642710903
"chr1"	28905255	28905334	80	"-"	692212	"SNORD99"	TRUE	0.0336972642710903
"chr1"	28906276	28906405	130	"-"	677838	"SNORA61"	TRUE	0.0336972642710903
"chr1"	28906893	28907024	132	"-"	677825	"SNORA44"	TRUE	0.0336972642710903
"chr1"	28907432	28907565	134	"-"	692073	"SNORA16A"	TRUE	0.0336972642710903
"chr1"	28918712	28921088	2377	"+"	115273	"RAB42"	TRUE	0.0336972642710903
"chr1"	28929609	28969604	39996	"-"	6883	"TAF12"	TRUE	0.0127923941255179
"chr1"	28975112	28975246	135	"+"	26824	"RNU11"	TRUE	0.0127923941255179
"chr1"	28995240	29042115	46876	"+"	10691	"GMEB1"	TRUE	0.0013082901364567
"chr1"	29063133	29096287	33155	"+"	51441	"YTHDF2"	FALSE	6.56929599716272e-05
"chr1"	29213603	29446558	232956	"+"	2035	"EPB41"	FALSE	0.025166852057842
"chr1"	29445937	29450421	4485	"-"	399474	"TMEM200B"	FALSE	9.54219285044384e-05
"chr1"	31184124	31196432	12309	"-"	4146	"MATN1"	FALSE	0.010792220113852
"chr1"	31205315	31230683	25369	"-"	7805	"LAPTM5"	NA	0.00984427141268072
"chr1"	31212003	31212079	77	"-"	100616164	"MIR4420"	FALSE	0.00345986281053023
"chr1"	31342313	31381480	39168	"-"	9672	"SDC3"	FALSE	0.0294333275832327
"chr1"	32042086	32053287	11202	"+"	64129	"TINAGL1"	FALSE	9.54219285044384e-05
"chr1"	32192718	32229648	36931	"-"	576	"BAI2"	FALSE	0.0142313007719014
"chr1"	32256025	32281580	25556	"-"	90853	"SPOCD1"	FALSE	0.0381768793022844
"chr1"	32645345	32663886	18542	"+"	200081	"TXLNA"	FALSE	0.0013082901364567
"chr1"	32697261	32707311	10051	"-"	339483	"MTMR9LP"	FALSE	0.0300982573229515
"chr1"	32712818	32714461	1644	"+"	84734	"FAM167B"	FALSE	0.0300982573229515
"chr1"	32799430	32801840	2411	"-"	65108	"MARCKSL1"	FALSE	1.61209717721784e-06
"chr1"	33065773	33116185	50413	"-"	339487	"ZBTB8OS"	TRUE	0.000361402876274473
"chr1"	33116749	33151812	35064	"+"	5928	"RBBP4"	TRUE	0.000361402876274473
"chr1"	33207512	33240571	33060	"+"	57648	"KIAA1522"	TRUE	3.86666249417985e-05
"chr1"	33240840	33283633	42794	"-"	8565	"YARS"	NA	0.000354424305873628
"chr1"	33283043	33324480	41438	"+"	64766	"S100PBP"	NA	0.000354424305873628
"chr1"	35220648	35224113	3466	"+"	2709	"GJB5"	TRUE	0.0204115684093437
"chr1"	35315963	35325417	9455	"-"	113444	"SMIM12"	FALSE	0.0300982573229515
"chr1"	35734568	35887545	152978	"+"	9202	"ZMYM4"	TRUE	0.00107647789008721
"chr1"	36038971	36060927	21957	"+"	339488	"TFAP2E"	TRUE	2.29012628410652e-05
"chr1"	36549676	36553876	4201	"+"	27285	"TEKT2"	FALSE	0.0037214552116731
"chr1"	36554453	36559533	5081	"+"	54936	"ADPRHL2"	FALSE	0.0037214552116731
"chr1"	36560844	36565850	5007	"-"	1296	"COL8A2"	FALSE	7.41564701520209e-05
"chr1"	36771994	36790484	18491	"+"	79729	"SH3D21"	FALSE	0.0282395620802674
"chr1"	36787632	36789755	2124	"-"	55194	"EVA1B"	FALSE	0.0467817777328344
"chr1"	36805225	36851485	46261	"-"	83931	"STK40"	FALSE	0.0381768793022844
"chr1"	36859031	36863493	4463	"-"	84967	"LSM10"	TRUE	0.0037214552116731
"chr1"	36931644	36948915	17272	"-"	1441	"CSF3R"	TRUE	0.0204115684093437
"chr1"	37261128	37499844	238717	"-"	2899	"GRIK3"	TRUE	0.0467817777328344
"chr1"	37920480	37940044	19565	"-"	728431	"LINC01137"	FALSE	0.000628131681959608
"chr1"	37940119	37949978	9860	"+"	80149	"ZC3H12A"	FALSE	0.000628131681959608
"chr1"	38032413	38061586	29174	"-"	29889	"GNL2"	TRUE	0.0170819648826612
"chr1"	38147242	38157888	10647	"-"	54955	"C1orf109"	TRUE	0.0142313007719015
"chr1"	38158073	38175391	17319	"+"	55143	"CDCA8"	TRUE	0.0142313007719015
"chr1"	38259774	38267278	7505	"+"	149175	"MANEAL"	TRUE	0.023895385841666
"chr1"	38326369	38412729	86361	"-"	3633	"INPP5B"	FALSE	0.0294333275832327
"chr1"	38422652	38455761	33110	"-"	10946	"SF3A3"	FALSE	0.0112513606919155
"chr1"	38462442	38471187	8746	"-"	2275	"FHL3"	FALSE	0.0112513606919155
"chr1"	39547089	39952810	405722	"+"	23499	"MACF1"	FALSE	0.025166852057842
"chr1"	40026485	40042521	16037	"-"	8761	"PABPC4"	TRUE	0.0358963480136763
"chr1"	40089103	40105348	16246	"-"	26508	"HEYL"	FALSE	0.010792220113852
"chr1"	40124793	40137710	12918	"-"	84618	"NT5C1A"	TRUE	0.00418765949093764
"chr1"	40204517	40229586	25070	"+"	10450	"PPIE"	FALSE	0.00510917561746985
"chr1"	40223903	40254533	30631	"-"	656	"BMP8B"	FALSE	0.0381768793022844
"chr1"	40306706	40349177	42472	"-"	54802	"TRIT1"	NA	0.000628131681959608
"chr1"	40420784	40435628	14845	"+"	84879	"MFSD2A"	FALSE	0.010792220113852
"chr1"	40627041	40706593	79553	"+"	6018	"RLF"	NA	0.000354424305873628
"chr1"	40713573	40717365	3793	"+"	127391	"TMCO2"	TRUE	0.023895385841666
"chr1"	40723722	40759856	36135	"+"	10269	"ZMPSTE24"	TRUE	0.023895385841666
"chr1"	40766163	40783060	16898	"-"	1298	"COL9A2"	NA	0.0112513606919155
"chr1"	40974433	40982214	7782	"+"	64789	"EXO5"	FALSE	0.0294333275832327
"chr1"	41480262	41509562	29301	"+"	100507178	"SLFNL1-AS1"	FALSE	0.0170819648826613
"chr1"	41481269	41487427	6159	"-"	200172	"SLFNL1"	FALSE	0.0170819648826613
"chr1"	41944446	41950344	5899	"-"	1907	"EDN2"	TRUE	0.00145259438591899
"chr1"	41972036	42501596	529561	"-"	59269	"HIVEP3"	FALSE	0.000343449975891819
"chr1"	42619092	42621495	2404	"+"	2981	"GUCA2B"	TRUE	0.010792220113852
"chr1"	42846468	42889900	43433	"+"	284716	"RIMKLA"	TRUE	0.0296770969354032
"chr1"	43148066	43168020	19955	"+"	4904	"YBX1"	TRUE	0.0204115684093437
"chr1"	43198764	43205925	7162	"-"	149461	"CLDN19"	FALSE	0.00510917561746985
